Code,Amount,Units,Time,Province,CustomerId,Supermarket No,Basket,Day,Voucher
I0034,12.485359089573992,3.376824755524765,2024-05-24,P1,C540,S000,B105,Friday,N
I0032,18.360738903924425,2.312863206704229,2024-09-13,P1,C113,S004,B104,Friday,N
I0000,37.83877694134197,6.822481531332989,2024-11-06,P1,C16,S002,B270,Wednesday,N
I0004,72.41541665152218,5.793332650679807,2024-10-20,P1,C112,S000,B323,Sunday,N
I0033,158.0984869930258,7.996776134864585,2024-12-27,P1,C513,S006,B262,Friday,N
I0028,19.618975788722043,6.250210018795534,2024-06-23,P1,C462,S008,B315,Sunday,N
I0045,47.4261803846091,3.829194338344968,2024-01-23,P1,C51,S009,B170,Tuesday,N
I0006,73.68780609228186,4.172088869913372,2024-07-23,P1,C217,S008,B101,Tuesday,N
I0044,16.700012488934913,8.080138004328425,2024-08-12,P1,C354,S005,B343,Monday,N
I0021,43.674723720020815,5.440529125043152,2024-04-06,P1,C119,S007,B280,Saturday,N
I0034,1.133598841661476,0.2969029740250861,2024-11-18,P1,C197,S009,B220,Monday,N
I0000,118.34065143564212,8.575328802754932,2024-11-18,P1,C647,S007,B282,Monday,N
I0014,25.349949038879867,4.458571221623143,2024-06-25,P1,C500,S008,B309,Tuesday,N
I0031,34.40283892104162,4.128619142608225,2024-12-09,P1,C993,S006,B33,Monday,N
I0046,70.74467511295492,3.884845242409286,2024-12-07,P1,C983,S005,B361,Saturday,N
I0013,44.52230491744157,8.103107742634176,2024-12-01,P1,C551,S001,B111,Sunday,N
I0043,81.19564706869278,7.024898226201372,2024-05-15,P1,C895,S001,B328,Wednesday,N
I0010,65.4752185887416,7.517198830747911,2024-10-06,P1,C777,S005,B230,Sunday,N
I0011,42.31051699065479,6.542561726624649,2024-01-29,P1,C371,S009,B126,Monday,N
I0007,179.59781044058636,9.924389718789758,2024-05-05,P1,C741,S004,B381,Sunday,N
I0002,77.54766034007054,6.701093036857123,2024-10-25,P1,C569,S001,B215,Friday,N
I0010,41.04143771081946,6.604668016196566,2024-05-12,P1,C667,S008,B216,Sunday,N
I0009,47.26458611236226,6.004570339058679,2024-03-25,P1,C330,S005,B380,Monday,N
I0034,33.49295694745223,7.178810587708352,2024-06-27,P1,C941,S000,B294,Thursday,N
I0023,53.03536745293189,3.0239348074381445,2024-08-01,P1,C857,S003,B326,Thursday,N
I0018,62.823501909878416,9.268592818674769,2024-02-10,P1,C931,S000,B222,Saturday,N
I0003,53.62131347055816,7.260055607087392,2024-10-26,P1,C610,S008,B355,Saturday,N
I0043,26.86674296615626,3.399943813862463,2024-07-20,P1,C953,S002,B55,Saturday,N
I0017,72.38402267702122,5.686967776975566,2024-05-19,P1,C557,S007,B271,Sunday,N
I0022,35.331486417239795,2.822097217231194,2024-02-21,P1,C825,S005,B184,Wednesday,N
I0018,27.063203867999835,5.787596029146767,2024-07-06,P1,C551,S006,B74,Saturday,N
I0000,60.966767542421145,4.863298297441671,2024-10-30,P1,C714,S007,B200,Wednesday,N
I0016,77.13087238725754,7.036777336879156,2024-07-16,P1,C213,S009,B385,Tuesday,N
I0014,62.16817301224221,4.449317610789671,2024-06-15,P1,C123,S001,B8,Saturday,N
I0026,58.37402675175302,2.9638148897875234,2024-03-10,P1,C907,S005,B382,Sunday,N
I0011,116.7864952728567,6.972135252112947,2024-04-18,P1,C349,S007,B179,Thursday,N
I0038,45.6752132154688,7.853575639697829,2024-08-10,P1,C700,S000,B334,Saturday,N
I0014,10.96924249506188,3.819064868951315,2024-02-20,P1,C343,S002,B234,Tuesday,N
I0048,6.973061212941213,3.025494745651014,2024-02-21,P1,C109,S007,B160,Wednesday,N
I0018,72.25365316293936,5.298860532732206,2024-04-14,P1,C409,S004,B293,Sunday,N
I0002,6.384528017869791,2.1613438308772555,2024-11-14,P1,C501,S004,B86,Thursday,N
I0045,38.23676211594914,3.7352896359169705,2024-01-11,P1,C67,S005,B205,Thursday,N
I0026,59.23296204360776,8.086637335283067,2024-03-28,P1,C161,S002,B122,Thursday,N
I0037,30.359843723207327,2.640693969270179,2024-04-18,P1,C184,S001,B215,Thursday,N
I0048,104.9043065186418,6.469324939715216,2024-02-05,P1,C774,S005,B266,Monday,N
I0002,40.05236430827284,3.429452751241972,2024-07-18,P1,C202,S007,B250,Thursday,N
I0036,90.0476107872179,6.446942184578269,2024-09-09,P1,C898,S007,B281,Monday,N
I0013,11.640483990218865,2.808774813965933,2024-02-23,P1,C629,S005,B273,Friday,N
I0013,41.23562982311503,6.18232139265644,2024-08-14,P1,C612,S006,B135,Wednesday,N
I0045,37.50711030001798,7.141818798890983,2024-01-06,P1,C899,S004,B341,Saturday,N
I0017,92.73754210613302,7.352188165637561,2024-08-30,P1,C371,S004,B94,Friday,N
I0014,102.1336960188844,5.925932625253896,2024-01-17,P1,C191,S004,B277,Wednesday,N
I0029,26.854946108934,2.1936576436452926,2024-03-21,P1,C890,S007,B148,Thursday,N
I0012,18.959282760156636,3.0079980545210745,2024-03-14,P1,C811,S001,B90,Thursday,N
I0010,17.888819285843773,3.1847468555768845,2024-02-05,P1,C252,S006,B224,Monday,N
I0034,73.4805595157219,6.881273559618279,2024-03-21,P1,C816,S003,B347,Thursday,N
I0033,10.399407828953407,4.384074824665412,2024-01-18,P1,C527,S003,B365,Thursday,N
I0042,105.17187604439287,6.154150310761889,2024-05-04,P1,C132,S001,B78,Saturday,N
I0037,56.50290404708271,6.628691278490312,2024-03-07,P1,C548,S004,B322,Thursday,N
I0023,63.9161678531631,4.413438668990304,2024-08-02,P1,C576,S000,B293,Friday,N
I0033,58.00404531127168,6.796584554878309,2024-05-23,P1,C441,S002,B69,Thursday,N
I0047,27.844872162147293,8.183562460693693,2024-01-05,P1,C10,S006,B83,Friday,N
I0046,26.165447140081035,2.902449039486835,2024-07-26,P1,C857,S002,B271,Friday,N
I0000,124.22062722577196,7.350214711290827,2024-08-16,P1,C408,S005,B1,Friday,N
I0028,45.68651720328437,4.610586539355976,2024-05-28,P1,C493,S007,B284,Tuesday,N
I0003,44.8457640549976,4.254275554561878,2024-05-11,P1,C766,S002,B357,Saturday,N
I0006,100.47439040638592,5.1674150786292525,2024-01-12,P1,C944,S000,B296,Friday,N
I0023,21.512693248440417,4.958372545782152,2024-06-08,P1,C825,S005,B84,Saturday,N
I0000,59.33355519454784,4.625090843020688,2024-05-15,P1,C63,S002,B102,Wednesday,N
I0044,56.53094671051579,5.13717504095096,2024-06-29,P1,C386,S004,B120,Saturday,N
I0006,134.99034643320962,6.773416917959609,2024-08-06,P1,C358,S002,B328,Tuesday,N
I0011,21.704362896369968,2.496651110449004,2024-04-09,P1,C61,S008,B273,Tuesday,N
I0029,35.63400640975281,3.822938424193364,2024-12-17,P1,C248,S008,B131,Tuesday,N
I0006,17.561877420501517,7.093259466991928,2024-11-21,P1,C600,S001,B279,Thursday,N
I0027,54.81152292497979,4.770668300006442,2024-12-13,P1,C452,S002,B154,Friday,N
I0041,31.047785037300184,6.779604810679933,2024-02-29,P1,C434,S008,B196,Thursday,N
I0039,39.89824760855703,4.953871744281541,2024-07-16,P1,C644,S004,B291,Tuesday,N
I0024,84.50451603912028,7.649891790000151,2024-09-02,P1,C294,S003,B54,Monday,N
I0043,34.00318865374777,5.9320924732287095,2024-08-13,P1,C282,S008,B291,Tuesday,N
I0045,66.32644317322205,4.065189415510527,2024-03-24,P1,C39,S008,B161,Sunday,N
I0003,0.0,0.0,2024-01-07,P1,C396,S008,B110,Sunday,N
I0006,45.91714847152961,7.299031718993788,2024-09-26,P1,C509,S007,B294,Thursday,N
I0049,83.91070841556004,4.842119170608804,2024-07-05,P1,C79,S009,B14,Friday,N
I0043,52.926696442195606,5.423748479948896,2024-03-23,P1,C270,S008,B230,Saturday,N
I0029,19.444220511803493,6.013318446242954,2024-06-01,P1,C422,S002,B32,Saturday,N
I0039,67.33612576677295,3.4057751644057204,2024-01-02,P1,C409,S000,B314,Tuesday,N
I0003,8.729787849173956,2.826333559793344,2024-01-14,P1,C116,S000,B91,Sunday,N
I0045,81.51233055903334,4.700219060028475,2024-11-28,P1,C829,S008,B327,Thursday,N
I0017,99.59956480958184,5.866293381314595,2024-11-03,P1,C128,S003,B85,Sunday,N
I0003,6.369840772094374,1.3401497712223829,2024-06-05,P1,C614,S000,B262,Wednesday,N
I0027,32.44125999600393,1.884000697663466,2024-05-25,P1,C646,S003,B7,Saturday,N
I0014,11.422307961000657,2.753464692180631,2024-04-10,P1,C837,S009,B313,Wednesday,N
I0001,98.90487041915615,5.066119970161144,2024-08-10,P1,C192,S000,B358,Saturday,N
I0019,100.90034936788751,6.339168359460196,2024-01-17,P1,C809,S007,B8,Wednesday,N
I0021,91.8803025804068,7.934613029357517,2024-06-03,P1,C598,S000,B6,Monday,N
I0029,53.594070994137326,5.716993924509401,2024-02-17,P1,C876,S003,B108,Saturday,N
I0001,39.26849572725525,6.253322577138156,2024-08-16,P1,C943,S009,B347,Friday,N
I0016,14.839401312546713,3.481840509156617,2024-01-11,P1,C88,S004,B260,Thursday,N
I0049,69.4254357467556,4.805448001599222,2024-06-24,P1,C886,S000,B158,Monday,N
I0047,10.167628537879002,1.3403498604901043,2024-02-12,P1,C81,S002,B115,Monday,N
I0024,86.67011081428927,4.63328844200097,2024-05-23,P1,C647,S000,B71,Thursday,N
I0017,77.94563164444652,6.35290930177187,2024-04-25,P1,C231,S008,B89,Thursday,N
I0037,12.465985921983147,3.6038722074606646,2024-05-14,P1,C379,S006,B278,Tuesday,N
I0043,53.41599557216309,7.5596325361114864,2024-09-09,P1,C790,S007,B55,Monday,N
I0007,42.73396304924738,5.860010685263145,2024-10-10,P1,C325,S003,B96,Thursday,N
I0042,18.26854744903129,3.3878902185763,2024-06-11,P1,C330,S006,B381,Tuesday,N
I0002,26.90431433108652,4.895751281973722,2024-04-14,P1,C70,S000,B321,Sunday,N
I0030,56.50328129188917,5.546908631542334,2024-08-10,P1,C384,S008,B338,Saturday,N
I0048,114.1852927385136,6.630006481347316,2024-09-10,P1,C233,S000,B314,Tuesday,N
I0048,7.310653527156568,3.470833771256076,2024-04-29,P1,C755,S006,B28,Monday,N
I0005,39.09602825737208,3.19435891359312,2024-03-26,P1,C39,S004,B397,Tuesday,N
I0031,33.442423719792224,3.43137287406972,2024-06-01,P1,C719,S004,B114,Saturday,N
I0042,51.95041600594142,2.785673126715273,2024-03-27,P1,C315,S001,B196,Wednesday,N
I0012,76.67081946167443,5.625863256038292,2024-07-16,P1,C263,S001,B32,Tuesday,N
I0000,25.001738725084863,3.101394918080673,2024-02-03,P1,C163,S009,B248,Saturday,N
I0043,134.83201202282518,7.7133646385883425,2024-03-27,P1,C137,S000,B353,Wednesday,N
I0038,33.05156051768006,5.424050299297798,2024-05-11,P1,C531,S002,B8,Saturday,N
I0041,34.920672837942185,4.337601755811774,2024-09-17,P1,C618,S006,B372,Tuesday,N
I0048,61.4496857115472,3.2289838045550234,2024-12-02,P1,C616,S004,B368,Monday,N
I0014,82.47572702198883,9.304633330342376,2024-01-05,P1,C944,S004,B333,Friday,N
I0041,123.50795484441912,8.479633628327973,2024-10-10,P1,C685,S005,B22,Thursday,N
I0018,13.804554704521273,1.6620017450143454,2024-06-28,P1,C664,S004,B27,Friday,N
I0045,24.46649881385211,2.8366241163660764,2024-02-13,P1,C447,S008,B84,Tuesday,N
I0042,22.256698847791828,1.7886666738365309,2024-07-18,P1,C742,S002,B379,Thursday,N
I0049,59.86138779666552,4.0627686340194265,2024-03-25,P1,C379,S003,B196,Monday,N
I0026,39.94945176461072,2.164185330558577,2024-09-27,P1,C337,S008,B312,Friday,N
I0041,41.88791839693155,5.240562161599064,2024-10-17,P1,C20,S008,B68,Thursday,N
I0043,22.988173646883848,1.7244399875779188,2024-05-22,P1,C914,S000,B360,Wednesday,N
I0005,0.8148058959626019,0.0993477227610701,2024-08-08,P1,C367,S008,B248,Thursday,N
I0024,51.39391298725131,3.5913056370779133,2024-12-18,P1,C108,S003,B379,Wednesday,N
I0020,16.00263669215607,4.548086187694161,2024-05-20,P1,C848,S003,B41,Monday,N
I0046,32.90931429837366,9.086262728588272,2024-12-24,P1,C568,S004,B241,Tuesday,N
I0019,26.00740726219917,6.363436840932799,2024-02-21,P1,C745,S007,B325,Wednesday,N
I0040,43.27210341025031,2.712547337293514,2024-01-10,P1,C633,S003,B177,Wednesday,N
I0000,110.58489462890994,6.198284297012935,2024-07-14,P1,C668,S008,B136,Sunday,N
I0013,108.16816284580904,6.760640829894843,2024-05-09,P1,C677,S006,B323,Thursday,N
I0016,29.50281844439589,4.2242393573743255,2024-12-15,P1,C121,S003,B260,Sunday,N
I0002,2.935188201659804,0.5120261994669422,2024-01-09,P1,C257,S004,B21,Tuesday,N
I0034,80.55609897801557,8.149073091596291,2024-10-27,P1,C350,S001,B174,Sunday,N
I0042,41.8062123304284,6.107060539512881,2024-11-14,P1,C731,S009,B270,Thursday,N
I0038,140.8502255497746,8.062312821923262,2024-02-17,P1,C570,S004,B3,Saturday,N
I0004,83.49560180619694,6.3909327602515065,2024-04-18,P1,C494,S004,B102,Thursday,N
I0006,26.594502585106856,3.0003277536384845,2024-12-07,P1,C464,S000,B69,Saturday,N
I0047,67.33020342954649,7.243973010386799,2024-05-11,P1,C526,S001,B56,Saturday,N
I0016,115.04608992951488,5.820083287624435,2024-09-14,P1,C770,S001,B110,Saturday,N
I0043,6.235526784790487,1.2494175596205053,2024-04-06,P1,C705,S003,B171,Saturday,N
I0044,0.0,0.0,2024-07-09,P1,C810,S002,B316,Tuesday,N
I0016,8.731114684904117,2.713883273919085,2024-01-28,P1,C991,S004,B211,Sunday,N
I0022,44.9463577445706,7.587192711069924,2024-03-05,P1,C606,S003,B23,Tuesday,N
I0041,60.00944655870176,5.233803702843091,2024-04-07,P1,C568,S006,B209,Sunday,N
I0035,60.42607495453417,9.218252111115865,2024-10-11,P1,C68,S006,B53,Friday,N
I0017,56.41817097456252,6.100018757684095,2024-03-28,P1,C979,S003,B129,Thursday,N
I0028,25.359045339734624,3.2385345225092435,2024-08-25,P1,C28,S003,B153,Sunday,N
I0049,7.433356902718652,2.792321254243781,2024-02-21,P1,C762,S007,B334,Wednesday,N
I0020,32.89654592848999,5.8950179395001125,2024-06-28,P1,C135,S001,B380,Friday,N
I0047,107.05679574105936,8.788178160792134,2024-03-11,P1,C576,S000,B125,Monday,N
I0048,73.1118159863024,4.861239523096192,2024-06-29,P1,C932,S003,B147,Saturday,N
I0006,39.88134304990315,2.6452342223518333,2024-04-19,P1,C895,S002,B298,Friday,N
I0019,63.09671624220975,6.357840499457033,2024-09-23,P1,C395,S007,B5,Monday,N
I0046,63.26321397337273,3.6097882817498816,2024-06-12,P1,C75,S009,B296,Wednesday,N
I0011,94.63741531604391,6.432232484212117,2024-12-05,P1,C232,S005,B215,Thursday,N
I0011,114.91351340972402,6.3747465827807686,2024-12-09,P1,C837,S006,B61,Monday,N
I0040,15.16144776882885,1.91655471767078,2024-09-23,P1,C644,S008,B230,Monday,N
I0011,81.95268140085,5.573793991994533,2024-06-10,P1,C283,S000,B139,Monday,N
I0000,60.9875082212929,6.467072016786395,2024-06-16,P1,C763,S003,B162,Sunday,N
I0013,88.42129463635064,5.5911914820637385,2024-12-21,P1,C419,S005,B133,Saturday,N
I0010,73.06471251390832,3.95577183203624,2024-01-24,P1,C370,S006,B171,Wednesday,N
I0022,48.53306910291222,2.501543291773757,2024-10-23,P1,C676,S008,B78,Wednesday,N
I0046,58.72900551659915,4.447860845377316,2024-08-26,P1,C981,S009,B317,Monday,N
I0046,115.31452744109392,6.605885934726218,2024-06-07,P1,C558,S000,B176,Friday,N
I0027,31.308945733714932,2.0548491747084654,2024-04-10,P1,C93,S006,B222,Wednesday,N
I0017,24.69362074949443,1.4480320532322186,2024-11-27,P1,C540,S003,B167,Wednesday,N
I0041,0.0,0.0,2024-02-26,P1,C781,S002,B330,Monday,N
I0042,76.7292193054872,4.113710516724135,2024-06-24,P1,C335,S007,B121,Monday,N
I0044,114.73535668235826,7.897654497562387,2024-01-13,P1,C632,S004,B45,Saturday,N
I0013,14.17383421856556,1.1674350071970865,2024-01-04,P1,C222,S009,B198,Thursday,N
I0020,74.41828053243772,5.131905963367003,2024-12-09,P1,C297,S009,B120,Monday,N
I0047,12.760507620656556,4.166585992606003,2024-02-26,P1,C462,S008,B173,Monday,N
I0006,23.678262365874463,3.4718581545628258,2024-07-24,P1,C284,S006,B45,Wednesday,N
I0017,42.6474748220346,7.379497455475,2024-05-15,P1,C275,S004,B105,Wednesday,N
I0048,43.74292917936163,5.378532160467596,2024-08-09,P1,C377,S006,B319,Friday,N
I0007,53.113841373517545,6.948976935684589,2024-03-24,P1,C642,S006,B88,Sunday,N
I0019,44.100999377712,6.952164373293029,2024-02-08,P1,C704,S008,B256,Thursday,N
I0036,80.23910245656184,5.767159105184627,2024-01-27,P1,C755,S004,B91,Saturday,N
I0008,45.128462991525,8.9462754428623,2024-10-02,P1,C670,S003,B195,Wednesday,N
I0006,48.47339210839428,5.905356771322369,2024-09-02,P1,C441,S007,B68,Monday,N
I0011,165.43955900063867,8.27967216028198,2024-04-09,P1,C133,S009,B208,Tuesday,N
I0038,82.13121039197016,4.518350988008486,2024-02-11,P1,C356,S005,B301,Sunday,N
I0008,60.15263390247284,4.296067358072572,2024-08-27,P1,C453,S000,B392,Tuesday,N
I0048,0.0,0.0,2024-12-23,P1,C807,S009,B64,Monday,N
I0021,114.06249033993171,6.181317919126075,2024-12-29,P1,C640,S001,B55,Sunday,N
I0014,77.74759834135916,4.083505761433133,2024-05-02,P1,C338,S001,B303,Thursday,N
I0020,18.77813505189588,1.1865945078335711,2024-02-02,P1,C159,S004,B314,Friday,N
I0014,17.867680295434262,2.804790086208902,2024-05-22,P1,C835,S002,B168,Wednesday,N
I0037,108.5370061410429,7.666978373263662,2024-03-28,P1,C4,S000,B190,Thursday,N
I0023,58.55290300219114,5.432099517864004,2024-05-29,P1,C338,S002,B28,Wednesday,N
I0014,18.799392212941765,4.9589100957713885,2024-11-15,P1,C993,S006,B368,Friday,N
I0015,133.95745437645135,8.950949532318372,2024-12-22,P1,C582,S009,B245,Sunday,N
I0017,50.72512532844871,4.6867257849022455,2024-01-25,P1,C783,S003,B353,Thursday,N
I0035,23.748394279241868,5.366051525533432,2024-08-14,P1,C411,S002,B18,Wednesday,N
I0048,76.5650273039043,3.9290061843341375,2024-06-20,P1,C620,S000,B333,Thursday,N
I0005,91.2301012569855,4.966014707438773,2024-05-18,P1,C413,S008,B240,Saturday,N
I0012,28.13967104573433,7.45287385340761,2024-08-20,P1,C663,S003,B105,Tuesday,N
I0028,58.08204927048027,4.7184357810550175,2024-06-23,P1,C910,S000,B295,Sunday,N
I0015,72.6695641552483,7.905476036976136,2024-06-25,P1,C751,S001,B285,Tuesday,N
I0004,13.247565924679895,1.287896043752692,2024-12-02,P1,C958,S001,B354,Monday,N
I0045,20.6414303185148,5.363926508701828,2024-05-04,P1,C550,S008,B250,Saturday,N
I0006,62.81800225079076,5.166705344652209,2024-05-28,P1,C323,S009,B350,Tuesday,N
I0002,114.79309405314636,7.362129336604758,2024-09-21,P1,C103,S008,B229,Saturday,N
I0000,101.67307946602362,5.110546814312703,2024-08-16,P1,C848,S003,B31,Friday,N
I0028,0.3194824423654661,0.1008460920667477,2024-07-09,P1,C484,S008,B84,Tuesday,N
I0032,30.945385915664296,4.704821630687405,2024-11-10,P1,C938,S002,B82,Sunday,N
I0019,67.05931375915803,6.95500349896084,2024-05-01,P1,C293,S003,B318,Wednesday,N
I0024,0.0,0.0,2024-09-09,P1,C887,S003,B53,Monday,N
I0005,18.55317160053425,4.167800812526402,2024-12-01,P1,C173,S006,B102,Sunday,N
I0042,20.960833212454524,1.143848941149691,2024-07-10,P1,C525,S005,B206,Wednesday,N
I0044,85.32920733490472,7.318994797805523,2024-05-14,P1,C76,S008,B147,Tuesday,N
I0031,94.5952072127606,5.413947110854775,2024-10-28,P1,C675,S004,B47,Monday,N
I0043,70.7484167438825,5.853587219692172,2024-04-26,P1,C301,S000,B39,Friday,N
I0019,44.03427668529053,3.2013373481291945,2024-10-15,P1,C405,S001,B344,Tuesday,N
I0040,64.71247327653282,3.848139114940403,2024-12-10,P1,C995,S002,B310,Tuesday,N
I0008,39.62287337827209,4.115378028333639,2024-05-02,P1,C455,S007,B142,Thursday,N
I0040,108.0797423255397,6.67798147286866,2024-01-13,P1,C603,S000,B385,Saturday,N
I0020,20.735386882859757,5.674822523701097,2024-01-10,P1,C803,S003,B116,Wednesday,N
I0043,5.931684939942562,1.014865576139872,2024-02-29,P1,C44,S002,B254,Thursday,N
I0033,26.70859451897872,3.649582695432584,2024-02-27,P1,C372,S000,B66,Tuesday,N
I0022,72.52247762502286,4.493305233014039,2024-09-06,P1,C879,S005,B222,Friday,N
I0039,70.9527764845849,4.588732992934719,2024-08-19,P1,C612,S006,B209,Monday,N
I0021,12.693123372471913,4.790433842453878,2024-04-28,P1,C739,S007,B64,Sunday,N
I0021,100.03725319696878,7.100910891805969,2024-08-03,P1,C175,S004,B138,Saturday,N
I0036,109.71660127273974,6.3533966823348536,2024-10-28,P1,C333,S000,B87,Monday,N
I0002,126.18489550050728,6.762711894435018,2024-03-28,P1,C696,S005,B386,Thursday,N
I0002,38.2914175941097,5.319802208560263,2024-08-18,P1,C199,S009,B322,Sunday,N
I0034,43.28553734575984,5.17103808537079,2024-02-01,P1,C669,S000,B318,Thursday,N
I0002,8.06693710539395,2.334687833569536,2024-10-15,P1,C93,S004,B299,Tuesday,N
I0000,137.24633823165198,7.107349937192167,2024-05-26,P1,C118,S004,B331,Sunday,N
I0042,33.32542194268981,5.80489582861992,2024-11-25,P1,C244,S007,B264,Monday,N
I0020,61.93263768283983,4.361900972046561,2024-04-10,P1,C67,S009,B358,Wednesday,N
I0005,11.827301093774013,4.182114573308247,2024-07-29,P1,C161,S006,B110,Monday,N
I0011,65.32879995390093,4.310579080178827,2024-08-13,P1,C762,S003,B281,Tuesday,N
I0016,71.48093511296106,4.366368015421569,2024-10-02,P1,C62,S003,B156,Wednesday,N
I0006,103.06580176337896,8.262048888865763,2024-01-09,P1,C547,S005,B25,Tuesday,N
I0029,33.669846310250215,4.591536776925584,2024-10-11,P1,C17,S009,B246,Friday,N
I0000,38.42417016796171,3.3375861291919504,2024-01-14,P1,C598,S004,B358,Sunday,N
I0006,130.77487953272984,6.667382349976673,2024-10-13,P1,C594,S006,B256,Sunday,N
I0047,36.60339906669892,5.230201812745696,2024-06-08,P1,C36,S003,B80,Saturday,N
I0028,25.288478737899908,7.952890721896946,2024-03-10,P1,C962,S007,B221,Sunday,N
I0015,83.07511932316228,4.814380303773554,2024-01-26,P1,C49,S000,B99,Friday,N
I0030,26.565366026021213,1.6825345807177237,2024-08-20,P1,C489,S009,B235,Tuesday,N
I0003,72.32224121422436,3.937469387488281,2024-02-01,P1,C323,S008,B284,Thursday,N
I0040,80.99575525321887,6.189438504218328,2024-04-14,P1,C50,S005,B154,Sunday,N
I0042,90.4013801259023,5.983084602384352,2024-03-27,P1,C389,S003,B361,Wednesday,N
I0034,18.42048498285389,2.9968142508930966,2024-11-01,P1,C170,S006,B121,Friday,N
I0042,126.54172681865876,9.268739088297934,2024-08-02,P1,C667,S003,B48,Friday,N
I0015,67.73452929074416,5.948055707282843,2024-05-29,P1,C810,S002,B351,Wednesday,N
I0035,59.56359822247759,3.163719691406106,2024-04-28,P1,C273,S001,B292,Sunday,N
I0007,25.89963180688682,3.789335384609141,2024-09-14,P1,C844,S002,B199,Saturday,N
I0008,55.665167420810015,3.140009599325119,2024-05-27,P1,C188,S004,B304,Monday,N
I0034,118.8931948714722,7.057705953126273,2024-02-26,P1,C962,S004,B250,Monday,N
I0031,79.37205583004886,4.478051315723475,2024-09-10,P1,C957,S004,B136,Tuesday,N
I0021,33.38606638001486,3.353131781245544,2024-10-06,P1,C247,S003,B157,Sunday,N
I0020,84.1931468609951,4.352354014665803,2024-02-18,P1,C19,S005,B253,Sunday,N
I0040,52.39279571421357,6.367703478433313,2024-08-10,P1,C749,S005,B246,Saturday,N
I0025,44.92003289485423,3.924065569158814,2024-12-10,P1,C405,S006,B333,Tuesday,N
I0011,59.97690074125244,6.96234539951242,2024-01-18,P1,C2,S000,B327,Thursday,N
I0047,49.74996781846619,4.455873103844152,2024-12-29,P1,C603,S006,B336,Sunday,N
I0027,23.57676712961545,2.950930603734223,2024-03-29,P1,C772,S003,B284,Friday,N
I0012,77.50194557290361,6.768991611836257,2024-04-19,P1,C376,S007,B294,Friday,N
I0021,51.56941105194612,4.152352286705649,2024-11-14,P1,C961,S008,B272,Thursday,N
I0021,17.114630406140076,1.4629633866322975,2024-03-26,P1,C736,S002,B27,Tuesday,N
I0025,102.3422051213793,5.254543147833669,2024-03-25,P1,C412,S005,B143,Monday,N
I0028,24.338545892646906,5.499681468052018,2024-01-24,P1,C978,S002,B161,Wednesday,N
I0039,36.92457583936953,8.187213270788055,2024-12-15,P1,C543,S002,B381,Sunday,N
I0006,49.98212887472551,3.0145931463211992,2024-08-12,P1,C131,S002,B306,Monday,N
I0026,87.81798661678701,7.789875863773251,2024-09-16,P1,C11,S006,B72,Monday,N
I0007,15.684895471885,4.173110674485948,2024-02-19,P1,C126,S008,B331,Monday,N
I0020,68.60773688209991,6.587583174852213,2024-11-06,P1,C339,S000,B272,Wednesday,N
I0035,43.5379495514326,7.620432380071675,2024-05-19,P1,C665,S003,B58,Sunday,N
I0030,88.69140605305536,5.38121522961552,2024-11-16,P1,C558,S006,B204,Saturday,N
I0047,13.146005464049884,3.670395006293021,2024-09-29,P1,C548,S008,B134,Sunday,N
I0006,16.45591956838792,1.158176406958464,2024-10-15,P1,C145,S007,B95,Tuesday,N
I0004,138.31655980419305,9.492564784645529,2024-10-16,P1,C963,S009,B140,Wednesday,N
I0012,65.31179038839,4.04314620907002,2024-02-06,P1,C557,S005,B276,Tuesday,N
I0043,16.123620756005703,3.56149376855305,2024-11-05,P1,C750,S004,B393,Tuesday,N
I0037,67.79236623170554,4.177723091405142,2024-05-21,P1,C899,S000,B252,Tuesday,N
I0047,84.0007013954834,6.017963640895242,2024-02-29,P1,C595,S002,B25,Thursday,N
I0043,40.90336303255732,5.44244610240354,2024-05-31,P1,C27,S006,B45,Friday,N
I0048,26.51647074569128,5.52689537670644,2024-06-21,P1,C358,S000,B238,Friday,N
I0012,26.73967583972538,2.42862704802714,2024-03-24,P1,C940,S009,B258,Sunday,N
I0014,0.667963840148753,0.2475840870199133,2024-04-24,P1,C534,S001,B300,Wednesday,N
I0024,109.61791024953132,8.80432858186408,2024-12-03,P1,C573,S000,B175,Tuesday,N
I0023,80.79822975129882,6.446379492416332,2024-10-10,P1,C689,S001,B350,Thursday,N
I0047,7.69578073905004,2.248858223358931,2024-07-09,P1,C707,S008,B103,Tuesday,N
I0036,37.497116092416285,8.69345778206974,2024-08-23,P1,C910,S007,B258,Friday,N
I0008,42.037397272409095,5.183222704294756,2024-07-05,P1,C74,S007,B145,Friday,N
I0002,30.860305802252697,6.621497231822736,2024-02-05,P1,C925,S008,B11,Monday,N
I0038,65.29331229731915,6.265788146818167,2024-02-23,P1,C748,S003,B256,Friday,N
I0009,93.28767565814354,5.60250215944325,2024-01-18,P1,C746,S006,B228,Thursday,N
I0049,129.89050989357062,7.90030635050056,2024-12-11,P1,C745,S006,B269,Wednesday,N
I0032,57.12913704448134,4.819931103502594,2024-04-11,P1,C200,S004,B387,Thursday,N
I0026,36.95304511034459,7.452045425393651,2024-11-11,P1,C167,S007,B205,Monday,N
I0007,36.4356057225412,4.747722132063087,2024-09-24,P1,C63,S009,B393,Tuesday,N
I0035,60.71166027549192,5.95722763745497,2024-09-11,P1,C140,S005,B375,Wednesday,N
